User_Id,Item_Id,Posted,Title,Developer
voaDs,50,2015-05-16,Half-Life: Opposing Force,Gearbox Software
davidmwilliams,385830,2015-09-22,Burgers,Stormsharks
76561198016610271,288470,2014-11-03,Fable Anniversary,Lionhead Studios
decronus,257510,2015-04-12,The Talos Principle,Croteam
dpskipper,252530,2015-10-24,OMSI 2: Steam Edition,Mrsoftware Gbr
76561198058177580,410340,2015-11-27,Liftoff,Lugus Studios
deynarian,248800,2013-10-02,Dysfunctional Systems: Learning to Manage Chaos,Dischan Media
BioFlashPC,345200,2015-02-20,Tasty Blue,Dingo Games
djnemonic,108500,2015-05-28,Vessel,Strange Loop Games
kharr999,248650,2013-12-04,Draw a Stickman: EPIC,Hitcents
76561197996524718,350080,2015-05-26,Wolfenstein: The Old Blood,Machinegames
Droleee,15100,2015-01-09,Assassin's Creed™: Director's Cut Edition,Ubisoft Montreal
DefNotPeter,70400,2015-08-22,Recettear: An Item Shop's Tale,Easygamestation
BESTPERSON,232010,2015-03-06,Euro Truck Simulator,Scs Software
Eehee,9200,2014-06-23,RAGE,Id Software
Ehryus,222140,2014-07-30,Puddle,Neko Entertainment
Ember1654,18500,2014-07-01,Defense Grid: The Awakening,Hidden Path Entertainment
emporer88,375910,2015-11-04,Anno 2205™,Blue Byte
Etoka,42890,2014-10-03,Sword of the Stars: Complete Collection,Kerberos Productions Inc
Frogpro007,65790,2014-09-30,ARMA: Cold War Assault,Bohemia Interactive
InwPaiyouknow,231140,2014-01-04,Cities XL Platinum,Focus Home Interactive
banksyyo,105800,2014-06-24,PixelJunk™ Eden,Qgames Ltd
76561198010653835,294540,2014-06-24,Freddi Fish 3: The Case of the Stolen Conch Shell,Humongous Entertainment
76561198010653835,17570,2015-04-07,"Pirates, Vikings, and Knights II",Octoshark Studios
76561198072930493,342570,2015-04-03,HIS (Heroes In the Sky),Gameus Inc
76561198064006861,302510,2015-12-27,Ryse: Son of Rome,Crytek
pancakes37,259450,2015-10-15,Drifter,Celsius Game Studios
76561198084533872,231060,2014-07-02,Ragnarok Online 2,Gravity Inc
ratgnomekingkeem,38740,2014-10-05,EDGE,Two Tribes
halofan360,214770,2015-10-22,Guacamelee! Gold Edition,Drinkbox Studios
foxlets,47890,2013-12-15,The Sims™ 3,The Sims Studio
imsodonionringsrightnow,15130,2014-11-10,Beyond Good and Evil™,Ubisoft
Kurtz70,377860,2015-12-12,Mushihimesama,Cave Interactive Coltd
Hango115,39190,2015-04-07,Dungeon Siege,Gas Powered Games
Hango115,26800,2015-11-16,Braid,Number None
Hexeus,259530,2014-12-23,Savant - Ascent,Dpad Studio
Hexeus,328500,2014-12-24,Potatoman Seeks the Troof,Pixeljam
hterrormc,251170,2015-04-24,Damned,Heads Game Studios
elephantdick,291010,2015-05-03,The Hat Man: Shadow Ward,Game Mechanics
jaico99rules,9160,2014-07-20,Master Levels for Doom II,Id Software
quaz4,15390,2012-12-09,Brothers in Arms: Hell's Highway™,Gearbox Software
nealsavage,285050,2015-01-28,Showtime!,Myrtilus Entertainment
76561197966587792,2200,2015-01-19,Quake III Arena,Id Software
jett1234,209270,2014-12-18,Hero Academy,Robot Entertainment
dzakuan,290650,2014-08-15,Time Ramesside (A New Reckoning),Panzer Gaming Studios
dzakuan,307340,2015-01-18,Platypus,Idigicon
76561198042151503,273840,2015-07-13,Stock Car Extreme,Reiza Studios
Joshua12345195,269270,2015-07-25,LOVE,Fred Wood
diegoenoisfunksumare,314300,2015-11-02,CubeZ,Imaekgames Imaek Limited
76561198035588684,92000,2014-03-07,Hydrophobia: Prophecy,Dark Energy Digital Ltd
wiinga,337070,2015-01-02,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",Dimmdrive Inc
superkingofthings,315340,2014-10-04,A.R.E.S. Extinction Agenda EX,Extend Studio
kaizan12,304730,2014-09-10,Train Fever,Urban Games
threashold,304670,2014-10-28,Aeon Command,Bat Country Games Llc
76561198019293015,97100,2012-03-03,Section 8®: Prejudice™,Timegate Studios
76561198004245030,318020,2015-10-03,Act of Aggression - Reboot Edition,Eugen Systems
krogdog,50510,2011-06-24,Burn Zombie Burn!,Doublesix
76561198064599173,252910,2015-11-21,Skyscraper Simulator,United Independent Entertainment Gmbhactalogic
76561197990895276,92700,2014-01-07,Shadow Harvest: Phantom Ops,Black Lion Studios
loafofcheese,221020,2014-01-27,Towns,Xavi Canal Ben Palgi
Lubnut,24840,2014-06-20,Medal of Honor: Airborne,Ea Los Angeles
76561198041085273,367450,2015-07-03,Poly Bridge,Dry Cactus
Tempercanns,243360,2015-09-20,TrackMania² Valley,Nadeo
lyskal,359040,2015-07-15,The Music Machine,David Szymanski
UMURAI,372210,2015-08-18,Spooky Cats,Russpuppy
troiani8,241720,2013-10-25,Guncraft,Exato Games Studio
stuntaneous,6420,2013-07-23,Nexus - The Jupiter Incident,Mithis Gamesthq Nordic
ILikeToMeow,94000,2014-07-30,Dinner Date,Stout Games
mercuryr,339290,2015-01-30,Castle,Snails Animation
76561198072358583,207170,2013-12-06,Legend of Grimrock,Almost Human Games
mikeyg74,407600,2015-12-11,Raiden Legacy - Steam Edition,Dotemu
Milkshakes-,365660,2015-08-13,OlliOlli2: Welcome to Olliwood,Roll
anonymoosebrony,253980,2015-05-29,Enclave,Starbreeze
76561198034277356,289760,2015-01-31,ROCKETSROCKETSROCKETS,Radial Games Corploren Bednardr Kimberly Volllindsay Jorgensen
mozzie-killer,200050,2014-08-01,Naval War: Arctic Circle,Turbo Tape Games
mrmutantduck,258590,2014-04-15,Adventure Time: Finn and Jake's Epic Quest,Ngd Studios
mtmoss,261530,2014-04-28,Lifeless Planet Premier Edition,Stage Studios
Murix,2300,2015-12-11,DOOM II,Id Software
mutatedwombat,297350,2014-12-06,The Old City: Leviathan,Postmod Softworks
76561198094507877,313690,2015-04-11,LEGO® Batman™3: Beyond Gotham,Tt Games Ltdferal Interactive Mac
76561198083293252,257730,2014-02-25,Infinity Wars: Animated Trading Card Game,Lightmare Studios
thetimegoesfastxd77,248170,2015-10-14,Clickteam Fusion 2.5,Clickteam
thetimegoesfastxd77,262490,2015-03-19,Manga Maker Comipo,Comipo Llp
76561198040914212,310700,2014-10-01,Super Win the Game,Minor Key Games
76561198040914212,312630,2014-08-22,OTTTD,Smg Studio
improm8,217690,2014-08-14,Anna - Extended Edition,Dreampainters
SenorcThePie,401810,2015-11-30,Poi,Polykid
omegavondoom,36000,2011-07-09,Foreign Legion: Buckets of Blood,Sakari Indie
PatSWAG,274620,2014-12-23,Skara - The Blade Remains,Bit Studio
76561198040385787,279260,2014-06-21,Richard &amp; Alice,Owl Cave
IcarusRose,340300,2015-12-14,Teddy Floppy Ear - Mountain Adventure,Forever Entertainment S A
kingpineapyula,342200,2015-12-18,MechWarrior Online™,Piranha Games Inc
PinkamenaDianePyro,256050,2014-01-21,Adventure Park,Balive
PlushTurtle,42920,2012-06-06,The Kings' Crusade,Neocoregames
procrastin8or,102600,2011-12-27,Orcs Must Die!,Robot Entertainment
Swahboo,105100,2014-12-05,Lume,State Of Play Games
76561198026055531,312530,2015-07-31,Duck Game,Landon Podbielski
freshafcakes,315600,2015-05-18,Ford Racing 3,Razorworks
oopashfdiohasld,340350,2015-05-30,Quintet,Carmine T Guida
76561197994830976,292630,2015-08-13,Uriel's Chasm,Rail Slave Games
76561197994830976,348380,2015-02-17,The Interview,Anothink
76561198018919551,294860,2015-11-25,Valkyria Chronicles™,Sega
registeredso,304500,2015-05-25,Rooms: The Main Building,Handmade Game
rockjond,203210,2014-03-29,Titan Attacks!,Puppygames
mrjaksauce,7510,2013-10-18,X-Blades,Gaijin Entertainment
roman90009,94200,2011-12-27,Jamestown,Final Form Games
76561198039832932,342980,2015-11-01,Destination Sol,Movingblocks
SambaWarKiddo,45700,2013-12-20,Devil May Cry 4,Capcom
Armedxxp,326410,2015-05-15,Windward,Tasharen Entertainment Inc
gjgfuj,321060,2015-05-16,Gender Bender DNA Twister Extreme,Transcendent Games
heyitissantooo,269310,2014-04-14,Infectonator: Survivors,Toge Productions
seveneightnine,244630,2014-07-11,NEOTOKYO,Studio Radi
look_at_the_damn_profile,233470,2014-01-10,Evoland,Shiro Games
76561197992681922,339400,2015-10-23,Runestone Keeper,Blackfire Games
SKOOOTA,253350,2014-01-01,Tiny Barbarian DX,Starquail Games
76561198060894699,248350,2014-04-13,Omegalodon,North Of Earth
76561198060425303,344860,2015-09-08,Crystal Story II,Emmanuel Salva Cruz
76561198066562072,266070,2014-05-30,City of Steam: Arkadia,Mechanist Games
Stra7x,323380,2015-07-11,The Magic Circle,Question
2ez2xl,40,2014-11-25,Deathmatch Classic,Valve
smcs,20570,2013-11-26,"Warhammer® 40,000: Dawn of War® II Chaos Rising",Relic Entertainmentferal Interactive Maclinux
76561198066515292,365450,2015-08-14,Hacknet,Team Fractal Alligator
76561197961718947,351050,2015-07-15,Cricket Captain 2015,Childish Things
Tezzdog,326670,2015-01-16,Warhammer Quest,Rodeo Gamestwistplay
doctorwho1233,110800,2013-04-29,L.A. Noire,Team Bondirockstar Leeds
TheEternalDay,360550,2015-09-02,Cursed Sight,Invertmouse
76561198086119658,7830,2014-06-11,Men of War™,Best Way
76561198086119658,311140,2014-12-04,The Stalin Subway,Orion Games
keth98,331200,2015-01-18,Grass Simulator,Daniel Davies
THEGHOST646,12830,2014-06-30,Operation Flashpoint: Dragon Rising,Codemasters Studios
Like_A_Director,210550,2014-11-26,Angry Birds Space,Rovio Entertainment Ltd
TheyCallMeDaRrk,317710,2015-05-29,Velocibox,Shawn Beck
OfficialVinyldash,219700,2014-02-06,Dogs of War Online,Cyanide
76561198088209407,312010,2014-11-19,Bird Assassin,Social Loner Studios
76561198017841947,292780,2014-05-20,Pajama Sam 2: Thunder and Lightning Aren't So Frightening,Humongous Entertainment
Oodan432,221680,2015-01-05,Rocksmith® 2014 Edition - Remastered,Ubisoft San Francisco
76561197971285616,370190,2015-10-15,Ruzh Delta Z,Pribuni
76561198079662648,209520,2013-12-30,Mini Motor Racing EVO,The Binary Mill
Wdsy,204530,2013-10-22,Infested Planet,Rocket Bear Games
wookieegoldberg,225360,2013-11-27,DARK,Realmforge Studios
xander_168,292240,2014-05-15,"Spy Fox 2 ""Some Assembly Required""",Humongous Entertainment
napoleoninrags,324810,2015-09-12,TOXIKK™,Reakktor Studios
maibiglargebuttocks,280910,2014-05-08,T.E.C. 3001,Phoenix Game Studio
76561198033992409,237890,2015-03-07,Agarest: Generations of War,Idea Factory
KNGZigg,214970,2013-10-11,Intrusion 2,Aleksey Abramenko
76561198076271617,270510,2014-07-03,EPOCH,Uppercut Games Pty Ltd
zomgieee,62100,2010-12-09,Chime,Zo Mode
theavatar2006,205610,2012-05-05,Port Royale 3,Gaming Minds
creamybuthole,416640,2015-11-10,Diabolical,Choice Of Games
76561198011004336,238910,2015-10-08,Bionic Dues,Arcen Games Llc
DrQuaz,3800,2014-06-08,Advent Rising,Glyphx Games
DrQuaz,202200,2014-09-21,Galactic Civilizations® II: Ultimate Edition,Stardock Entertainment
jadziatuvok,218040,2015-07-19,Democracy 2,Positech Games
yes12429,237950,2015-12-28,UFO: Afterlight,Altar Games
SkinnyPirate,2990,2013-08-04,FlatOut 2™,Bugbear Entertainment
SmokaBluntos,211280,2014-04-04,Primal Fears,Dns Development
76561198060557951,412470,2015-12-15,Metal War Online: Retribution,Gdt Limited
thugnificent,321030,2014-09-28,One Day For Ched,Bs Amp Bsl Team
76561198079709365,24800,2015-06-16,Command &amp; Conquer: Red Alert 3 - Uprising,Ea Los Angeles
rorty,269050,2015-01-18,Year Walk,Simogo
Ameerthetrickster,215710,2015-12-30,Fieldrunners 2,Subatomic Studios Llc
76561198096694241,265330,2014-12-19,Gomo,Fishcow Studio
76561198096694241,286500,2014-12-28,"House of 1,000 Doors: Family Secrets Collector's Edition",Alawar
itsaprofileaboutnothing,298340,2014-06-06,FLASHOUT 2,Jujubee Sa
neadekvat161,364050,2015-10-13,Face It - A game to fight inner demons,Tln Studiosilex Games
Hati_Hati_Hati_Hati_Hati_Hati,375220,2015-06-04,Bitweb,Practicing
reflexaus,264120,2014-03-01,Victory: The Age of Racing,Vae Victis Games
Outbackalien,268220,2015-03-20,Meltdown,Phenomenon Games
Outbackalien,304910,2015-04-11,Sky Gamblers: Storm Raiders,Atypical Games
76561198048191382,60800,2014-03-01,Numen: Contest of Heroes,Cinemax Sro
taku_88,323450,2015-11-09,Alphadia Genesis,Execreate
76561198045884541,315860,2015-08-17,Celestian Tales: Old North,Ekuator Games
stickmasterghost,305070,2014-10-26,FIST OF AWESOME,I Fight Bears
CaptainTitus,259060,2015-12-26,Dominions 4: Thrones of Ascension,Illwinter Game Design
toptinkerintheworld,204340,2014-11-03,Serious Sam 2,Croteam
alvabur,356510,2015-09-05,Soccer Rage,Staminagames
2Degrees,203630,2012-12-22,Warlock - Master of the Arcane,Inoco Plus
76561198060027840,251470,2015-06-16,TowerFall Ascension,Matt Thorson
thedevilinsidebr,42170,2013-11-25,Krater,Fatshark
76561198064063056,102840,2013-12-17,Shank 2,Klei Entertainment
76561198067361221,242700,2013-12-31,Injustice: Gods Among Us Ultimate Edition,Netherrealm Studioshigh Voltage Software
artista69,254460,2015-04-05,Obscure,Hydravision Entertainment
artista69,341940,2015-06-02,Hatred,Destructive Creations
richbags12,392450,2015-12-16,Silver Creek Falls: Chapter 1,Sapphire Dragon Productions
ughok,220460,2013-11-10,Cargo Commander,Serious Brew
bebb0,300970,2015-07-09,Fiesta Online NA,Onson Soft
76561198027517385,242640,2014-10-12,Styx: Master of Shadows,Cyanide Studio
76561198053721457,208730,2014-04-16,Game of Thrones,Cyanide Studios
76561198030021498,293740,2014-08-06,Road Not Taken,Spry Fox Llc
DemonPieOfTheNight,63500,2011-12-22,Swords and Soldiers HD,Ronimo Games
DemonPieOfTheNight,105420,2014-10-07,Ms. Splosion Man,Twisted Pixel Games
76561198080399577,259430,2014-11-08,Zigfrak,Entheogen Studios Llc
76561198080399577,305960,2014-11-08,Dragon: The Game,Sky Drake Studios
bluemuppet,259600,2014-08-03,Finding Teddy,Storybird
Hw__aN,206690,2013-08-20,iBomber Defense Pacific,Cobra Mobile
thisidisused,263100,2014-01-17,9.03m,Space Budgie
pabloagecrash,285160,2014-12-25,LEGO® The Hobbit™,Travellers Talesferal Interactive Mac
Bowmore,6220,2013-09-14,FlatOut,Bugbear Entertainment
76561198063539698,49800,2015-05-01,Flight of the Icarus,Muse Games
buzdbumblebee,71230,2014-12-22,Crazy Taxi,Sega
76561198122930698,257120,2014-11-04,Not The Robots,Darray
caiowulf,335890,2015-10-14,Nanofights,Quantumfrog
Shihad,266110,2014-11-06,Tower of Guns,Terrible Posture Games
channel28,269490,2015-03-01,Bardbarian,Treefortress Games
PotatoBlazing,278970,2015-09-29,Digger Online,Diggerworld Ltd
76561198070439611,73170,2013-12-16,Darkest Hour: A Hearts of Iron Game,Martin Ivanov
CockInCider,283960,2014-04-20,Pajama Sam: No Need to Hide When It's Dark Outside,Humongous Entertainment
darkn64,200170,2014-06-24,Worms Revolution,Team Digital Ltd
rudetube,317620,2015-03-27,Space Hulk Ascension,Full Control Studios
76561197982203533,205990,2015-01-14,Warlock 2: The Exiled,Inoco Plus
CowOnWeed,2270,2015-06-13,Wolfenstein 3D,Id Software
Crackleking76,96800,2013-04-24,Nexuiz,Illfonic
cyckath,32440,2011-11-03,LEGO® Star Wars™ - The Complete Saga,Travellers Talesferal Interactive Mac
Dabeh,44200,2015-05-05,Galcon Fusion,Hassey Enterprises Inc
Aragnum,407510,2015-12-12,Devilian,Bluehole Ginno Games
dickspitarm,314410,2015-11-06,Rampage Knights,Rake In Grass
527788235,291250,2015-09-13,Jumpdrive,Meteoric Games
detailmovie,287120,2015-12-25,Ionball 2: Ionstorm,Ironsun Studios
comcozzolino01,358090,2015-11-16,D4: Dark Dreams Don’t Die -Season One-,Access Games
Scalarius,243970,2015-05-31,"Invisible, Inc.",Klei Entertainment
EastMud,394510,2015-12-09,HELLDIVERS™,Arrowhead Game Studios
Pineapplesarereallytasty,207730,2014-07-06,Arena Wars 2,Exdream Gmbh
triraquer,304350,2015-06-05,Wildlife Park 2,Balive Gmbh
elliottgame,409510,2015-11-13,Genesis Online,Shumkov Dmitriy
_Esdeath_,367120,2015-06-06,Seduce Me the Otome,Michaela Laws
76561198082706194,11590,2014-09-08,Hospital Tycoon,Deep Red Limited
VHC_Forseti,72000,2013-01-18,Closure,Eyebrow Interactive
Francyum,290340,2015-03-25,Armello,League Of Geeks
Jeeeeeeeeees,38460,2013-01-11,MDK 2,Bioware Corporation
gabflo,300300,2015-06-13,Ichi,Stolen Couch Games
76561198102093684,385710,2015-08-06,INK,Zackbellgames
shamboa-58,247140,2014-02-03,Soundodger+,Studio Bean
76561198070585472,342740,2015-02-09,Samudai,Geek Sloth Games
76561198052513392,306550,2014-09-15,Runers,Lgk Games
76561197985031488,327220,2015-07-03,Anna's Quest,Daedalic Entertainment
fernandobeltran,7840,2013-11-07,Death Track®: Resurrection,Sky Fallen
76561198038259170,239840,2014-04-15,Dead State: Reanimated,Doublebear Productions
Parappatherapperisbest,319140,2015-12-19,Xeodrifter™,Renegade Kid
herio,243950,2014-03-13,Divinity: Dragon Commander,Larian Studios
herio,339190,2015-04-15,Dead Synchronicity: Tomorrow Comes Today,Fictiorama Studios
drkrise,254200,2015-09-18,FortressCraft Evolved!,Projectorgames
longinus,214340,2014-03-29,Deponia,Daedalic Entertainment
76561198077658105,252410,2013-12-19,SteamWorld Dig,Image Amp Form
Hobgoblin101,288370,2014-08-01,Strike Suit Zero: Director's Cut,Born Ready Games
HunteR_au,328070,2015-10-31,Reflex Arena,Turbo Pixel Studios
IceBergs,317440,2015-11-04,Quantum Rush Champions,Gameart Studio Gmbh
76561198062988175,4850,2013-02-02,Cossacks: Back to War,Gsc Game World
immunity,17450,2010-12-15,Dragon Age: Origins,Bioware
76561198008825050,289690,2014-12-08,LARA CROFT AND THE TEMPLE OF OSIRIS™,Crystal Dynamics
76561198072672804,225420,2014-06-24,Cities in Motion 2,Colossal Order Ltd
something_random,11130,2014-12-16,Sherlock Holmes: The Mystery of the Mummy,Frogwares
thestreetsshallrunwhite,207430,2015-04-22,"Hack, Slash, Loot",David Williamson
76561198050861063,305380,2015-04-22,Blue Estate The Game,He Saw
76561197986552181,345440,2015-07-07,Vapour,Skobbejak Games
RuseOwl,355250,2015-05-22,STAR WARS™: TIE Fighter Special Edition,Totally Games
kodell,246940,2014-10-08,Lords of the Black Sun,Arkavi Studios
kodell,335660,2015-07-03,CAFE 0 ~The Drowned Mermaid~,Roseverte
kummaz,267940,2015-10-24,Glacier 3: The Meltdown,Team Studios
avenger_leo,313010,2015-02-05,Cities XXL,Focus Home Interactive
lexby,297210,2015-01-25,Famaze,Oryx Design Lab
lucke123,215100,2014-08-17,Ragnarok Online,Gravity Interactive
76561198026091900,415420,2015-12-31,Nyan Cat: Lost In Space,Istom Games Kft
luizmce,399430,2015-11-04,Tinboy,Razvan
lurchibald,423120,2015-12-16,Community College Hero: Trial by Fire,Hosted Games
76561198049937609,272890,2014-12-20,Vertiginous Golf,Kinelco Amp Lone Elk Creative
76561198058752236,266150,2015-09-08,Lost Saga NA,Io Entertainment
091263,262550,2014-02-23,Gunman Clive,Hrberg Productions
76561198066639517,38420,2015-07-01,Fallout Tactics: Brotherhood of Steel,East
76561198084307939,317790,2015-06-03,Rexaura,Benjamin Bryant
MeguminUce,16720,2014-06-26,Velvet Assassin,Replay Studios
GoodOlDick,323240,2014-11-18,The World II: Hunting BOSS,Good Games
notsaddam,297490,2015-07-22,Spy Chameleon - RGB Agent,Unfinished Pixel
76561198087566671,46350,2015-03-17,Real Warfare 1242,Unicorn Games Studio
Zeboz,322980,2014-10-11,Gods vs Humans,Artefacts Studio
Moomoomang,214610,2014-04-15,Cherry Tree High Comedy Club,
76561198059457068,258050,2014-08-01,Survivor Squad,Endless Loop Studios
superredranga,319570,2015-07-27,Heroes of SoulCraft - Arcade MOBA,Mobilebits
NinjaCowboy96,9070,2015-03-08,DOOM 3 Resurrection of Evil,Id Software
BLACKERISFASTER,31860,2014-12-30,Nancy Drew®: Legend of the Crystal Skull,Her Interactive
BLACKERISFASTER,31930,2014-03-12,Nancy Drew®: The White Wolf of Icicle Creek,Her Interactive
765611980830929333,41060,2013-11-30,Serious Sam Classic: The Second Encounter,Croteam
ELCHAPOELCHAPOELCHAPO,3590,2015-07-02,Plants vs. Zombies GOTY Edition,Popcap Games Inc
MexyMax,343360,2015-08-14,Particula,Microblast Games
76561198084029298,207690,2014-02-11,Botanicula,Amanita Design
76561198043798473,208750,2015-06-14,Apotheon,Alientrap
pawapi,298520,2015-06-11,Orbital Gear,Night Node
FireNoodle,261510,2015-11-26,Tesla Effect: A Tex Murphy Adventure,Big Finish Games
phlosten,3050,2014-05-02,Xpand Rally Xtreme,Techland
76561198071091263,351140,2015-07-14,Rustbucket Rumble,Reactor Zero
76561198070476536,352950,2015-07-30,Better Late Than DEAD,Odin Game Studio
PortHashbrown,267340,2015-10-28,Beware Planet Earth,Lightmare Studio
GGguy,400250,2015-12-28,Heaven Island - VR MMO,Fabio Ferraragiulia Airoldi
jamessnee1,373390,2015-08-17,Contradiction - Spot The Liar!,Baggy Cat Ltd
76561198083488994,228440,2015-08-14,Cubemen 2,Sprockets
Ranneko,15520,2011-07-04,AaAaAA!!! - A Reckless Disregard for Gravity,Dejobaan Games Llc
Ranneko,33680,2010-11-22,eversion,Zaratustra Productions
76561197999483873,381560,2015-08-10,Epic Cards Battle(TCG),Momostorm Entertainment
76561197999483873,406080,2015-10-06,Ant War: Domination,Anarchy Enterprises
76561198062650200,216890,2014-02-19,Blood Bowl: Chaos Edition,Cyanide Studios
Ryufus,94300,2015-10-23,The Dream Machine: Chapter 1 &amp; 2,Cockroach Inc
alikazamer,252250,2014-01-07,Maia,Simon Roth
pandainabag,357600,2015-06-15,Unium,Kittehface Software
Skepps1,211180,2012-08-18,Unmechanical,Talawa Games
76561198081092125,322900,2015-01-12,"War, the Game",Gabbergamescom
empiregames,285500,2015-09-13,Hard Truck Apocalypse / Ex Machina,Targem Games
seige7,207790,2015-11-26,Jane's Advanced Strike Fighters,Trickstar Games
76561197991723203,238260,2015-08-14,Pinball Arcade,Farsight Studios
76561197964402427,255300,2014-12-16,Journey of a Roach,Koboldgamesdaedalic Entertainment
skaarh,313020,2015-06-11,Soul Gambler,Tln Studios
SkumbagSpokes,104200,2015-09-30,BEEP,Big Fat Alien
SuperSkybolt,327090,2015-11-01,Out of Reach,Space Boat Studios
76561198037541199,200150,2014-03-24,Battle Chess: Game of Kings™,Olde Sklsculptured Software
76561198084741314,9500,2013-09-30,Gish,Cryptic Sea
76561198071755562,397680,2015-11-21,FIREFIGHT RELOADED,Bitlcobalt
76561197966590415,331190,2015-12-27,Master Spy,Turbogun
mashedspudtatoes,26900,2011-12-27,Crayon Physics Deluxe,Kloonigames
cakeflurry,347830,2015-08-06,Fairy Fencer F,Idea Factorycompile Heart
SuperScore,283430,2015-03-10,Litil Divil,Gremlin Interactive
76561198001160024,268970,2015-06-07,You Are Not The Hero,Tomorning Productions
76561198038741062,355950,2015-11-05,Age of Empires II HD: The African Kingdoms,Skybox Labsforgotten Empires
theokman,12480,2014-08-30,9th Company: Roots Of Terror,Noviy Disklesta Studios Inc
76561198093711678,356310,2015-05-08,METAL SLUG DEFENSE,Snk Corporation
theanyelpes,378850,2015-11-18,Galagan's Island: Reprymian Rising,Skinny Jean Death Studios
Treecko56,265120,2014-12-27,Meridian: New World,Elder Games
76561198062177156,390520,2015-12-10,PewDiePie: Legend of the Brofist,Outerminds Inc
76561198029069901,63940,2011-09-09,Men of War: Vietnam,C Company
76561198061971210,296240,2014-10-28,The Promised Land,Boolat Gamesalawar Entertainment
76561198044458526,336670,2015-02-18,HIT,Shifty Chair Games
worstcardinthegame,246110,2015-11-27,MASSIVE CHALICE,Double Fine Productions
thabogg,349720,2015-07-04,Audition Online,T Entertainment
76561198050358552,242130,2015-01-15,Vector Thrust,Timesymmetry
GenSeed,91200,2011-08-02,Anomaly: Warzone Earth,Bit Studios
76561197969434273,233550,2014-01-01,Another World – 20th Anniversary Edition,Eric Chahidotemu
icantwait,207400,2013-08-03,eXceed 3rd - Jade Penetrate Black Package,Tennensozai
burningfeetman,48950,2011-12-24,Greed Corp,Vanguard Games
ambosse,237760,2015-04-27,Intake,Cipher Prime Studios
Gcthemonkey,321610,2014-11-27,Demonlisher,Brain Bombers
76561198001898634,383580,2015-07-12,Flesh Eaters,Sc Bit Nights Srl
alienc,352700,2015-07-03,Subspace Continuum,Virgin Interactive Entertainmentpriitk
mconceptions,340580,2015-11-03,Armed with Wings: Rearmed,Sunstudios
BoomerBacon,2590,2014-11-21,Alpha Prime,Black Element
BoomerBacon,33950,2014-11-22,Fish Fillets 2,Altar Games
komarexpl,78000,2014-07-05,Bejeweled® 3,Popcap Games Inc
redpillgaming,328830,2014-12-08,Rugby Union Team Manager 2015,Alternative Software Ltd
Dragim,296970,2015-12-20,Renowned Explorers: International Society,Abbey Games
76561198023374983,266390,2014-07-03,Farm for your Life,Hammer Labs
Ovakil,240620,2015-08-10,Wanderlust Adventures,Yeti Trunk
meglonoth,216910,2013-08-15,Of Orcs And Men,Cyanide Studio Spiders Studios
meglonoth,275510,2015-08-17,Z Steel Soldiers,Ticktock Games
meglonoth,275530,2014-10-05,Z,Ticktock Games
76561198029064257,16600,2012-10-22,Trials 2: Second Edition,Redlynx
76561198029064257,205060,2013-05-19,BIT.TRIP CORE,Gaijin Games
drclockface,290890,2015-06-29,You Must Build A Boat,Eightyeightgames
andrew2010,263340,2014-04-07,Continue?9876543210,Jason Oda
76561198041127602,358250,2015-10-19,Cosmo's Cosmic Adventure,D Realms Apogee Software
PlayDusty,327520,2015-07-28,Traverser,Gatling Goat Studios
PlayDusty,343710,2015-07-28,Kholat,Imgnpro
reywqrrtty,63700,2013-12-10,BIT.TRIP BEAT,Gaijin Games
bymyselfformyself,245150,2014-12-18,The Novelist,Orthogonal Games
Airtay,293320,2014-09-26,Coma: Mortuary,Nova Dimensionnaga Entertainment
justin1011,210870,2014-07-26,Cloudberry Kingdom™,Pwnee Studios
seiuchi,277520,2015-09-28,Albedo: Eyes from Outer Space,Zg And Ivan Venturi Productions
MATTBOT12,296910,2015-09-22,8BitBoy™,Awesomeblade
76561198052998873,8000,2015-12-11,Tomb Raider: Anniversary,Crystal Dynamicsferal Interactive Mac
BecHyIIIka,269330,2015-03-09,Chronology,Bedtime Digital Games
76561198055968875,327950,2014-10-19,Sword of the Samurai,Microprose Software Inc
mercoledi,362410,2015-11-04,Adam's Venture Chronicles,Vertigo Games
lachlantatton,258760,2014-09-13,Scania Truck Driving Simulator,Scs Software
76561198058675994,376210,2015-12-08,The Isle,Afterthought Llc
justclose,6850,2014-03-03,Hitman 2: Silent Assassin,Iointeractive As
xiege3,345350,2015-12-11,LIGHTNING RETURNS™: FINAL FANTASY® XIII,Square Enix
ninjamagics,229870,2015-07-03,ShootMania Storm,Nadeo
76561198063817275,313590,2014-09-04,Boo Bunny Plague,On The Level Game Studios
SladeWillsonDeathstroke,7000,2012-11-07,Tomb Raider: Legend,Crystal Dynamics
76561198064710794,289600,2014-10-11,Marauder,Apeiron
sunnydazeex,241240,2015-05-12,Contraption Maker,Game Dev Castle
daflyinskwirel,220740,2014-07-04,Chaos on Deponia,Daedalic Entertainment
76561198068325461,288040,2014-10-08,Actual Sunlight,Wzogi
Katzieon,324680,2015-11-28,Impossible Creatures Steam Edition,Relic Entertainmentthq Nordic
76561198070022613,299780,2014-07-19,Noir Syndrome,Glass Knuckle Games
supersayianswagger,23310,2013-07-15,The Last Remnant™,Square Enix
