User_Id,Item_Id,features
alyboxie,32340,"LOOM™, 2012-08-27, Lucasarts"
76561198057926017,310080,"Hatoful Boyfriend, 2015-12-27, Mediatonichato Moathe Irregular Corporation"
76561198006560154,13600,"Prince of Persia®: The Sands of Time, 2014-02-20, Kudosoft"
VilePurple,225080,"Brothers - A Tale of Two Sons, 2015-08-15, Starbreeze Studios Ab"
BeyondBlitz,17580,"Dystopia, 2013-12-13, Puny Human"
GOFUCKYOURSELFYOULILCUNT,324080,"Rising World, 2015-10-10, Jiwgames"
76561198069183109,32800,"Lord of the Rings: War in the North, 2014-02-12, Snowblind Studios"
giveyouagoodlink,204080,"The Showdown Effect, 2015-07-27, Arrowhead Game Studios"
giveyouagoodlink,244590,"Epigenesis, 2015-09-01, Dead Shark Triplepunch"
Vri404,293760,"Automation - The Car Company Tycoon Game, 2015-09-14, Camshaft Software"
brat81,55110,"Red Faction®: Armageddon™, 2012-01-02, Volition"
76561198095920833,34010,"Alpha Protocol™, 2015-06-06, Obsidian Entertainment"
tinbgr,220700,"RPG Maker VX Ace, 2014-12-01, Kadokawa"
76561198138045913,42120,"Lead and Gold: Gangs of the Wild West, 2015-06-20, Fatshark"
76561198054131489,367670,"Controller Companion, 2015-05-06, Koga Tech Limited"
HyperionDooM93,225280,"Full Mojo Rampage, 2014-11-15, Over The Top Games"
76561198040183690,350150,"Scraps: Modular Vehicle Combat, 2015-07-08, Moment Studio"
aaronaaronaaron,335840,"Goats on a Bridge, 2015-02-08, Cabygon"
Crafe,332500,"GRAV, 2015-11-15, Bitmonster Inc"
crashsg32hatesspam,266490,"Lili: Child of Geos - Complete Edition, 2014-12-21, Bitmonster Inc"
76561198093983570,360940,"The Mean Greens - Plastic Warfare, 2015-12-16, Virtual Basement Llccode Headquarters Llc"
76561198095839864,247950,"Sacred 3, 2015-01-02, Keen Games"
Razorleaff,340340,"Domestic Dog, 2015-04-13, Sean Davy"
cyroth,250620,"Among the Sleep - Enhanced Edition, 2014-06-02, Krillbite Studio"
itsdandytime,281820,"Explodemon, 2014-11-13, Curve Studios"
agenteagle,30,"Day of Defeat, 2013-12-09, Valve"
agenteagle,60,"Ricochet, 2013-11-27, Valve"
voaDs,50,"Half-Life: Opposing Force, 2015-05-16, Gearbox Software"
davidmwilliams,385830,"Burgers, 2015-09-22, Stormsharks"
76561198016610271,288470,"Fable Anniversary, 2014-11-03, Lionhead Studios"
decronus,257510,"The Talos Principle, 2015-04-12, Croteam"
dpskipper,252530,"OMSI 2: Steam Edition, 2015-10-24, Mrsoftware Gbr"
76561198058177580,410340,"Liftoff, 2015-11-27, Lugus Studios"
deynarian,248800,"Dysfunctional Systems: Learning to Manage Chaos, 2013-10-02, Dischan Media"
BioFlashPC,345200,"Tasty Blue, 2015-02-20, Dingo Games"
djnemonic,108500,"Vessel, 2015-05-28, Strange Loop Games"
kharr999,248650,"Draw a Stickman: EPIC, 2013-12-04, Hitcents"
76561197996524718,350080,"Wolfenstein: The Old Blood, 2015-05-26, Machinegames"
Droleee,15100,"Assassin's Creed™: Director's Cut Edition, 2015-01-09, Ubisoft Montreal"
DefNotPeter,70400,"Recettear: An Item Shop's Tale, 2015-08-22, Easygamestation"
BESTPERSON,232010,"Euro Truck Simulator, 2015-03-06, Scs Software"
Eehee,9200,"RAGE, 2014-06-23, Id Software"
Ehryus,222140,"Puddle, 2014-07-30, Neko Entertainment"
Ember1654,18500,"Defense Grid: The Awakening, 2014-07-01, Hidden Path Entertainment"
emporer88,375910,"Anno 2205™, 2015-11-04, Blue Byte"
Etoka,42890,"Sword of the Stars: Complete Collection, 2014-10-03, Kerberos Productions Inc"
Frogpro007,65790,"ARMA: Cold War Assault, 2014-09-30, Bohemia Interactive"
InwPaiyouknow,231140,"Cities XL Platinum, 2014-01-04, Focus Home Interactive"
banksyyo,105800,"PixelJunk™ Eden, 2014-06-24, Qgames Ltd"
76561198010653835,294540,"Freddi Fish 3: The Case of the Stolen Conch Shell, 2014-06-24, Humongous Entertainment"
76561198010653835,17570,"Pirates, Vikings, and Knights II, 2015-04-07, Octoshark Studios"
76561198072930493,342570,"HIS (Heroes In the Sky), 2015-04-03, Gameus Inc"
76561198064006861,302510,"Ryse: Son of Rome, 2015-12-27, Crytek"
pancakes37,259450,"Drifter, 2015-10-15, Celsius Game Studios"
76561198084533872,231060,"Ragnarok Online 2, 2014-07-02, Gravity Inc"
ratgnomekingkeem,38740,"EDGE, 2014-10-05, Two Tribes"
halofan360,214770,"Guacamelee! Gold Edition, 2015-10-22, Drinkbox Studios"
foxlets,47890,"The Sims™ 3, 2013-12-15, The Sims Studio"
imsodonionringsrightnow,15130,"Beyond Good and Evil™, 2014-11-10, Ubisoft"
Kurtz70,377860,"Mushihimesama, 2015-12-12, Cave Interactive Coltd"
Hango115,39190,"Dungeon Siege, 2015-04-07, Gas Powered Games"
Hango115,26800,"Braid, 2015-11-16, Number None"
Hexeus,259530,"Savant - Ascent, 2014-12-23, Dpad Studio"
Hexeus,328500,"Potatoman Seeks the Troof, 2014-12-24, Pixeljam"
hterrormc,251170,"Damned, 2015-04-24, Heads Game Studios"
elephantdick,291010,"The Hat Man: Shadow Ward, 2015-05-03, Game Mechanics"
jaico99rules,9160,"Master Levels for Doom II, 2014-07-20, Id Software"
quaz4,15390,"Brothers in Arms: Hell's Highway™, 2012-12-09, Gearbox Software"
nealsavage,285050,"Showtime!, 2015-01-28, Myrtilus Entertainment"
76561197966587792,2200,"Quake III Arena, 2015-01-19, Id Software"
jett1234,209270,"Hero Academy, 2014-12-18, Robot Entertainment"
dzakuan,290650,"Time Ramesside (A New Reckoning), 2014-08-15, Panzer Gaming Studios"
dzakuan,307340,"Platypus, 2015-01-18, Idigicon"
76561198042151503,273840,"Stock Car Extreme, 2015-07-13, Reiza Studios"
Joshua12345195,269270,"LOVE, 2015-07-25, Fred Wood"
diegoenoisfunksumare,314300,"CubeZ, 2015-11-02, Imaekgames Imaek Limited"
76561198035588684,92000,"Hydrophobia: Prophecy, 2014-03-07, Dark Energy Digital Ltd"
wiinga,337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s, 2015-01-02, Dimmdrive Inc"
superkingofthings,315340,"A.R.E.S. Extinction Agenda EX, 2014-10-04, Extend Studio"
kaizan12,304730,"Train Fever, 2014-09-10, Urban Games"
threashold,304670,"Aeon Command, 2014-10-28, Bat Country Games Llc"
76561198019293015,97100,"Section 8®: Prejudice™, 2012-03-03, Timegate Studios"
76561198004245030,318020,"Act of Aggression - Reboot Edition, 2015-10-03, Eugen Systems"
krogdog,50510,"Burn Zombie Burn!, 2011-06-24, Doublesix"
76561198064599173,252910,"Skyscraper Simulator, 2015-11-21, United Independent Entertainment Gmbhactalogic"
76561197990895276,92700,"Shadow Harvest: Phantom Ops, 2014-01-07, Black Lion Studios"
loafofcheese,221020,"Towns, 2014-01-27, Xavi Canal Ben Palgi"
Lubnut,24840,"Medal of Honor: Airborne, 2014-06-20, Ea Los Angeles"
76561198041085273,367450,"Poly Bridge, 2015-07-03, Dry Cactus"
Tempercanns,243360,"TrackMania² Valley, 2015-09-20, Nadeo"
lyskal,359040,"The Music Machine, 2015-07-15, David Szymanski"
UMURAI,372210,"Spooky Cats, 2015-08-18, Russpuppy"
troiani8,241720,"Guncraft, 2013-10-25, Exato Games Studio"
stuntaneous,6420,"Nexus - The Jupiter Incident, 2013-07-23, Mithis Gamesthq Nordic"
ILikeToMeow,94000,"Dinner Date, 2014-07-30, Stout Games"
mercuryr,339290,"Castle, 2015-01-30, Snails Animation"
76561198072358583,207170,"Legend of Grimrock, 2013-12-06, Almost Human Games"
mikeyg74,407600,"Raiden Legacy - Steam Edition, 2015-12-11, Dotemu"
Milkshakes-,365660,"OlliOlli2: Welcome to Olliwood, 2015-08-13, Roll"
anonymoosebrony,253980,"Enclave, 2015-05-29, Starbreeze"
76561198034277356,289760,"ROCKETSROCKETSROCKETS, 2015-01-31, Radial Games Corploren Bednardr Kimberly Volllindsay Jorgensen"
mozzie-killer,200050,"Naval War: Arctic Circle, 2014-08-01, Turbo Tape Games"
mrmutantduck,258590,"Adventure Time: Finn and Jake's Epic Quest, 2014-04-15, Ngd Studios"
mtmoss,261530,"Lifeless Planet Premier Edition, 2014-04-28, Stage Studios"
Murix,2300,"DOOM II, 2015-12-11, Id Software"
mutatedwombat,297350,"The Old City: Leviathan, 2014-12-06, Postmod Softworks"
76561198094507877,313690,"LEGO® Batman™3: Beyond Gotham, 2015-04-11, Tt Games Ltdferal Interactive Mac"
76561198083293252,257730,"Infinity Wars: Animated Trading Card Game, 2014-02-25, Lightmare Studios"
thetimegoesfastxd77,248170,"Clickteam Fusion 2.5, 2015-10-14, Clickteam"
thetimegoesfastxd77,262490,"Manga Maker Comipo, 2015-03-19, Comipo Llp"
76561198040914212,310700,"Super Win the Game, 2014-10-01, Minor Key Games"
76561198040914212,312630,"OTTTD, 2014-08-22, Smg Studio"
improm8,217690,"Anna - Extended Edition, 2014-08-14, Dreampainters"
SenorcThePie,401810,"Poi, 2015-11-30, Polykid"
omegavondoom,36000,"Foreign Legion: Buckets of Blood, 2011-07-09, Sakari Indie"
PatSWAG,274620,"Skara - The Blade Remains, 2014-12-23, Bit Studio"
76561198040385787,279260,"Richard &amp; Alice, 2014-06-21, Owl Cave"
IcarusRose,340300,"Teddy Floppy Ear - Mountain Adventure, 2015-12-14, Forever Entertainment S A"
kingpineapyula,342200,"MechWarrior Online™, 2015-12-18, Piranha Games Inc"
PinkamenaDianePyro,256050,"Adventure Park, 2014-01-21, Balive"
PlushTurtle,42920,"The Kings' Crusade, 2012-06-06, Neocoregames"
procrastin8or,102600,"Orcs Must Die!, 2011-12-27, Robot Entertainment"
Swahboo,105100,"Lume, 2014-12-05, State Of Play Games"
76561198026055531,312530,"Duck Game, 2015-07-31, Landon Podbielski"
freshafcakes,315600,"Ford Racing 3, 2015-05-18, Razorworks"
oopashfdiohasld,340350,"Quintet, 2015-05-30, Carmine T Guida"
76561197994830976,292630,"Uriel's Chasm, 2015-08-13, Rail Slave Games"
76561197994830976,348380,"The Interview, 2015-02-17, Anothink"
76561198018919551,294860,"Valkyria Chronicles™, 2015-11-25, Sega"
registeredso,304500,"Rooms: The Main Building, 2015-05-25, Handmade Game"
rockjond,203210,"Titan Attacks!, 2014-03-29, Puppygames"
mrjaksauce,7510,"X-Blades, 2013-10-18, Gaijin Entertainment"
roman90009,94200,"Jamestown, 2011-12-27, Final Form Games"
76561198039832932,342980,"Destination Sol, 2015-11-01, Movingblocks"
SambaWarKiddo,45700,"Devil May Cry 4, 2013-12-20, Capcom"
Armedxxp,326410,"Windward, 2015-05-15, Tasharen Entertainment Inc"
gjgfuj,321060,"Gender Bender DNA Twister Extreme, 2015-05-16, Transcendent Games"
heyitissantooo,269310,"Infectonator: Survivors, 2014-04-14, Toge Productions"
seveneightnine,244630,"NEOTOKYO, 2014-07-11, Studio Radi"
look_at_the_damn_profile,233470,"Evoland, 2014-01-10, Shiro Games"
76561197992681922,339400,"Runestone Keeper, 2015-10-23, Blackfire Games"
SKOOOTA,253350,"Tiny Barbarian DX, 2014-01-01, Starquail Games"
76561198060894699,248350,"Omegalodon, 2014-04-13, North Of Earth"
76561198060425303,344860,"Crystal Story II, 2015-09-08, Emmanuel Salva Cruz"
76561198066562072,266070,"City of Steam: Arkadia, 2014-05-30, Mechanist Games"
Stra7x,323380,"The Magic Circle, 2015-07-11, Question"
2ez2xl,40,"Deathmatch Classic, 2014-11-25, Valve"
smcs,20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising, 2013-11-26, Relic Entertainmentferal Interactive Maclinux"
76561198066515292,365450,"Hacknet, 2015-08-14, Team Fractal Alligator"
76561197961718947,351050,"Cricket Captain 2015, 2015-07-15, Childish Things"
Tezzdog,326670,"Warhammer Quest, 2015-01-16, Rodeo Gamestwistplay"
doctorwho1233,110800,"L.A. Noire, 2013-04-29, Team Bondirockstar Leeds"
TheEternalDay,360550,"Cursed Sight, 2015-09-02, Invertmouse"
76561198086119658,7830,"Men of War™, 2014-06-11, Best Way"
76561198086119658,311140,"The Stalin Subway, 2014-12-04, Orion Games"
keth98,331200,"Grass Simulator, 2015-01-18, Daniel Davies"
THEGHOST646,12830,"Operation Flashpoint: Dragon Rising, 2014-06-30, Codemasters Studios"
Like_A_Director,210550,"Angry Birds Space, 2014-11-26, Rovio Entertainment Ltd"
TheyCallMeDaRrk,317710,"Velocibox, 2015-05-29, Shawn Beck"
OfficialVinyldash,219700,"Dogs of War Online, 2014-02-06, Cyanide"
76561198088209407,312010,"Bird Assassin, 2014-11-19, Social Loner Studios"
76561198017841947,292780,"Pajama Sam 2: Thunder and Lightning Aren't So Frightening, 2014-05-20, Humongous Entertainment"
Oodan432,221680,"Rocksmith® 2014 Edition - Remastered, 2015-01-05, Ubisoft San Francisco"
76561197971285616,370190,"Ruzh Delta Z, 2015-10-15, Pribuni"
76561198079662648,209520,"Mini Motor Racing EVO, 2013-12-30, The Binary Mill"
Wdsy,204530,"Infested Planet, 2013-10-22, Rocket Bear Games"
wookieegoldberg,225360,"DARK, 2013-11-27, Realmforge Studios"
xander_168,292240,"Spy Fox 2 ""Some Assembly Required"", 2014-05-15, Humongous Entertainment"
napoleoninrags,324810,"TOXIKK™, 2015-09-12, Reakktor Studios"
maibiglargebuttocks,280910,"T.E.C. 3001, 2014-05-08, Phoenix Game Studio"
76561198033992409,237890,"Agarest: Generations of War, 2015-03-07, Idea Factory"
KNGZigg,214970,"Intrusion 2, 2013-10-11, Aleksey Abramenko"
76561198076271617,270510,"EPOCH, 2014-07-03, Uppercut Games Pty Ltd"
zomgieee,62100,"Chime, 2010-12-09, Zo Mode"
theavatar2006,205610,"Port Royale 3, 2012-05-05, Gaming Minds"
creamybuthole,416640,"Diabolical, 2015-11-10, Choice Of Games"
76561198011004336,238910,"Bionic Dues, 2015-10-08, Arcen Games Llc"
DrQuaz,3800,"Advent Rising, 2014-06-08, Glyphx Games"
DrQuaz,202200,"Galactic Civilizations® II: Ultimate Edition, 2014-09-21, Stardock Entertainment"
jadziatuvok,218040,"Democracy 2, 2015-07-19, Positech Games"
yes12429,237950,"UFO: Afterlight, 2015-12-28, Altar Games"
SkinnyPirate,2990,"FlatOut 2™, 2013-08-04, Bugbear Entertainment"
SmokaBluntos,211280,"Primal Fears, 2014-04-04, Dns Development"
76561198060557951,412470,"Metal War Online: Retribution, 2015-12-15, Gdt Limited"
thugnificent,321030,"One Day For Ched, 2014-09-28, Bs Amp Bsl Team"
76561198079709365,24800,"Command &amp; Conquer: Red Alert 3 - Uprising, 2015-06-16, Ea Los Angeles"
rorty,269050,"Year Walk, 2015-01-18, Simogo"
Ameerthetrickster,215710,"Fieldrunners 2, 2015-12-30, Subatomic Studios Llc"
76561198096694241,265330,"Gomo, 2014-12-19, Fishcow Studio"
76561198096694241,286500,"House of 1,000 Doors: Family Secrets Collector's Edition, 2014-12-28, Alawar"
itsaprofileaboutnothing,298340,"FLASHOUT 2, 2014-06-06, Jujubee Sa"
neadekvat161,364050,"Face It - A game to fight inner demons, 2015-10-13, Tln Studiosilex Games"
Hati_Hati_Hati_Hati_Hati_Hati,375220,"Bitweb, 2015-06-04, Practicing"
reflexaus,264120,"Victory: The Age of Racing, 2014-03-01, Vae Victis Games"
Outbackalien,268220,"Meltdown, 2015-03-20, Phenomenon Games"
Outbackalien,304910,"Sky Gamblers: Storm Raiders, 2015-04-11, Atypical Games"
76561198048191382,60800,"Numen: Contest of Heroes, 2014-03-01, Cinemax Sro"
taku_88,323450,"Alphadia Genesis, 2015-11-09, Execreate"
76561198045884541,315860,"Celestian Tales: Old North, 2015-08-17, Ekuator Games"
stickmasterghost,305070,"FIST OF AWESOME, 2014-10-26, I Fight Bears"
CaptainTitus,259060,"Dominions 4: Thrones of Ascension, 2015-12-26, Illwinter Game Design"
toptinkerintheworld,204340,"Serious Sam 2, 2014-11-03, Croteam"
alvabur,356510,"Soccer Rage, 2015-09-05, Staminagames"
2Degrees,203630,"Warlock - Master of the Arcane, 2012-12-22, Inoco Plus"
76561198060027840,251470,"TowerFall Ascension, 2015-06-16, Matt Thorson"
thedevilinsidebr,42170,"Krater, 2013-11-25, Fatshark"
76561198064063056,102840,"Shank 2, 2013-12-17, Klei Entertainment"
76561198067361221,242700,"Injustice: Gods Among Us Ultimate Edition, 2013-12-31, Netherrealm Studioshigh Voltage Software"
artista69,254460,"Obscure, 2015-04-05, Hydravision Entertainment"
artista69,341940,"Hatred, 2015-06-02, Destructive Creations"
richbags12,392450,"Silver Creek Falls: Chapter 1, 2015-12-16, Sapphire Dragon Productions"
ughok,220460,"Cargo Commander, 2013-11-10, Serious Brew"
bebb0,300970,"Fiesta Online NA, 2015-07-09, Onson Soft"
76561198027517385,242640,"Styx: Master of Shadows, 2014-10-12, Cyanide Studio"
76561198053721457,208730,"Game of Thrones, 2014-04-16, Cyanide Studios"
76561198030021498,293740,"Road Not Taken, 2014-08-06, Spry Fox Llc"
DemonPieOfTheNight,63500,"Swords and Soldiers HD, 2011-12-22, Ronimo Games"
DemonPieOfTheNight,105420,"Ms. Splosion Man, 2014-10-07, Twisted Pixel Games"
76561198080399577,259430,"Zigfrak, 2014-11-08, Entheogen Studios Llc"
76561198080399577,305960,"Dragon: The Game, 2014-11-08, Sky Drake Studios"
bluemuppet,259600,"Finding Teddy, 2014-08-03, Storybird"
Hw__aN,206690,"iBomber Defense Pacific, 2013-08-20, Cobra Mobile"
thisidisused,263100,"9.03m, 2014-01-17, Space Budgie"
pabloagecrash,285160,"LEGO® The Hobbit™, 2014-12-25, Travellers Talesferal Interactive Mac"
Bowmore,6220,"FlatOut, 2013-09-14, Bugbear Entertainment"
76561198063539698,49800,"Flight of the Icarus, 2015-05-01, Muse Games"
buzdbumblebee,71230,"Crazy Taxi, 2014-12-22, Sega"
76561198122930698,257120,"Not The Robots, 2014-11-04, Darray"
caiowulf,335890,"Nanofights, 2015-10-14, Quantumfrog"
Shihad,266110,"Tower of Guns, 2014-11-06, Terrible Posture Games"
channel28,269490,"Bardbarian, 2015-03-01, Treefortress Games"
PotatoBlazing,278970,"Digger Online, 2015-09-29, Diggerworld Ltd"
76561198070439611,73170,"Darkest Hour: A Hearts of Iron Game, 2013-12-16, Martin Ivanov"
CockInCider,283960,"Pajama Sam: No Need to Hide When It's Dark Outside, 2014-04-20, Humongous Entertainment"
darkn64,200170,"Worms Revolution, 2014-06-24, Team Digital Ltd"
rudetube,317620,"Space Hulk Ascension, 2015-03-27, Full Control Studios"
76561197982203533,205990,"Warlock 2: The Exiled, 2015-01-14, Inoco Plus"
CowOnWeed,2270,"Wolfenstein 3D, 2015-06-13, Id Software"
Crackleking76,96800,"Nexuiz, 2013-04-24, Illfonic"
cyckath,32440,"LEGO® Star Wars™ - The Complete Saga, 2011-11-03, Travellers Talesferal Interactive Mac"
Dabeh,44200,"Galcon Fusion, 2015-05-05, Hassey Enterprises Inc"
Aragnum,407510,"Devilian, 2015-12-12, Bluehole Ginno Games"
dickspitarm,314410,"Rampage Knights, 2015-11-06, Rake In Grass"
527788235,291250,"Jumpdrive, 2015-09-13, Meteoric Games"
detailmovie,287120,"Ionball 2: Ionstorm, 2015-12-25, Ironsun Studios"
comcozzolino01,358090,"D4: Dark Dreams Don’t Die -Season One-, 2015-11-16, Access Games"
Scalarius,243970,"Invisible, Inc., 2015-05-31, Klei Entertainment"
EastMud,394510,"HELLDIVERS™, 2015-12-09, Arrowhead Game Studios"
Pineapplesarereallytasty,207730,"Arena Wars 2, 2014-07-06, Exdream Gmbh"
triraquer,304350,"Wildlife Park 2, 2015-06-05, Balive Gmbh"
elliottgame,409510,"Genesis Online, 2015-11-13, Shumkov Dmitriy"
_Esdeath_,367120,"Seduce Me the Otome, 2015-06-06, Michaela Laws"
76561198082706194,11590,"Hospital Tycoon, 2014-09-08, Deep Red Limited"
VHC_Forseti,72000,"Closure, 2013-01-18, Eyebrow Interactive"
Francyum,290340,"Armello, 2015-03-25, League Of Geeks"
Jeeeeeeeeees,38460,"MDK 2, 2013-01-11, Bioware Corporation"
gabflo,300300,"Ichi, 2015-06-13, Stolen Couch Games"
76561198102093684,385710,"INK, 2015-08-06, Zackbellgames"
shamboa-58,247140,"Soundodger+, 2014-02-03, Studio Bean"
76561198070585472,342740,"Samudai, 2015-02-09, Geek Sloth Games"
76561198052513392,306550,"Runers, 2014-09-15, Lgk Games"
76561197985031488,327220,"Anna's Quest, 2015-07-03, Daedalic Entertainment"
fernandobeltran,7840,"Death Track®: Resurrection, 2013-11-07, Sky Fallen"
76561198038259170,239840,"Dead State: Reanimated, 2014-04-15, Doublebear Productions"
Parappatherapperisbest,319140,"Xeodrifter™, 2015-12-19, Renegade Kid"
herio,243950,"Divinity: Dragon Commander, 2014-03-13, Larian Studios"
herio,339190,"Dead Synchronicity: Tomorrow Comes Today, 2015-04-15, Fictiorama Studios"
drkrise,254200,"FortressCraft Evolved!, 2015-09-18, Projectorgames"
longinus,214340,"Deponia, 2014-03-29, Daedalic Entertainment"
76561198077658105,252410,"SteamWorld Dig, 2013-12-19, Image Amp Form"
Hobgoblin101,288370,"Strike Suit Zero: Director's Cut, 2014-08-01, Born Ready Games"
HunteR_au,328070,"Reflex Arena, 2015-10-31, Turbo Pixel Studios"
IceBergs,317440,"Quantum Rush Champions, 2015-11-04, Gameart Studio Gmbh"
76561198062988175,4850,"Cossacks: Back to War, 2013-02-02, Gsc Game World"
immunity,17450,"Dragon Age: Origins, 2010-12-15, Bioware"
76561198008825050,289690,"LARA CROFT AND THE TEMPLE OF OSIRIS™, 2014-12-08, Crystal Dynamics"
76561198072672804,225420,"Cities in Motion 2, 2014-06-24, Colossal Order Ltd"
something_random,11130,"Sherlock Holmes: The Mystery of the Mummy, 2014-12-16, Frogwares"
thestreetsshallrunwhite,207430,"Hack, Slash, Loot, 2015-04-22, David Williamson"
76561198050861063,305380,"Blue Estate The Game, 2015-04-22, He Saw"
76561197986552181,345440,"Vapour, 2015-07-07, Skobbejak Games"
RuseOwl,355250,"STAR WARS™: TIE Fighter Special Edition, 2015-05-22, Totally Games"
kodell,246940,"Lords of the Black Sun, 2014-10-08, Arkavi Studios"
kodell,335660,"CAFE 0 ~The Drowned Mermaid~, 2015-07-03, Roseverte"
kummaz,267940,"Glacier 3: The Meltdown, 2015-10-24, Team Studios"
avenger_leo,313010,"Cities XXL, 2015-02-05, Focus Home Interactive"
lexby,297210,"Famaze, 2015-01-25, Oryx Design Lab"
lucke123,215100,"Ragnarok Online, 2014-08-17, Gravity Interactive"
76561198026091900,415420,"Nyan Cat: Lost In Space, 2015-12-31, Istom Games Kft"
luizmce,399430,"Tinboy, 2015-11-04, Razvan"
lurchibald,423120,"Community College Hero: Trial by Fire, 2015-12-16, Hosted Games"
76561198049937609,272890,"Vertiginous Golf, 2014-12-20, Kinelco Amp Lone Elk Creative"
76561198058752236,266150,"Lost Saga NA, 2015-09-08, Io Entertainment"
091263,262550,"Gunman Clive, 2014-02-23, Hrberg Productions"
76561198066639517,38420,"Fallout Tactics: Brotherhood of Steel, 2015-07-01, East"
76561198084307939,317790,"Rexaura, 2015-06-03, Benjamin Bryant"
MeguminUce,16720,"Velvet Assassin, 2014-06-26, Replay Studios"
GoodOlDick,323240,"The World II: Hunting BOSS, 2014-11-18, Good Games"
notsaddam,297490,"Spy Chameleon - RGB Agent, 2015-07-22, Unfinished Pixel"
76561198087566671,46350,"Real Warfare 1242, 2015-03-17, Unicorn Games Studio"
Zeboz,322980,"Gods vs Humans, 2014-10-11, Artefacts Studio"
Moomoomang,214610,"Cherry Tree High Comedy Club, 2014-04-15, "
76561198059457068,258050,"Survivor Squad, 2014-08-01, Endless Loop Studios"
superredranga,319570,"Heroes of SoulCraft - Arcade MOBA, 2015-07-27, Mobilebits"
NinjaCowboy96,9070,"DOOM 3 Resurrection of Evil, 2015-03-08, Id Software"
BLACKERISFASTER,31860,"Nancy Drew®: Legend of the Crystal Skull, 2014-12-30, Her Interactive"
BLACKERISFASTER,31930,"Nancy Drew®: The White Wolf of Icicle Creek, 2014-03-12, Her Interactive"
765611980830929333,41060,"Serious Sam Classic: The Second Encounter, 2013-11-30, Croteam"
ELCHAPOELCHAPOELCHAPO,3590,"Plants vs. Zombies GOTY Edition, 2015-07-02, Popcap Games Inc"
MexyMax,343360,"Particula, 2015-08-14, Microblast Games"
76561198084029298,207690,"Botanicula, 2014-02-11, Amanita Design"
76561198043798473,208750,"Apotheon, 2015-06-14, Alientrap"
pawapi,298520,"Orbital Gear, 2015-06-11, Night Node"
FireNoodle,261510,"Tesla Effect: A Tex Murphy Adventure, 2015-11-26, Big Finish Games"
phlosten,3050,"Xpand Rally Xtreme, 2014-05-02, Techland"
76561198071091263,351140,"Rustbucket Rumble, 2015-07-14, Reactor Zero"
76561198070476536,352950,"Better Late Than DEAD, 2015-07-30, Odin Game Studio"
PortHashbrown,267340,"Beware Planet Earth, 2015-10-28, Lightmare Studio"
GGguy,400250,"Heaven Island - VR MMO, 2015-12-28, Fabio Ferraragiulia Airoldi"
jamessnee1,373390,"Contradiction - Spot The Liar!, 2015-08-17, Baggy Cat Ltd"
76561198083488994,228440,"Cubemen 2, 2015-08-14, Sprockets"
Ranneko,15520,"AaAaAA!!! - A Reckless Disregard for Gravity, 2011-07-04, Dejobaan Games Llc"
Ranneko,33680,"eversion, 2010-11-22, Zaratustra Productions"
76561197999483873,381560,"Epic Cards Battle(TCG), 2015-08-10, Momostorm Entertainment"
76561197999483873,406080,"Ant War: Domination, 2015-10-06, Anarchy Enterprises"
76561198062650200,216890,"Blood Bowl: Chaos Edition, 2014-02-19, Cyanide Studios"
Ryufus,94300,"The Dream Machine: Chapter 1 &amp; 2, 2015-10-23, Cockroach Inc"
alikazamer,252250,"Maia, 2014-01-07, Simon Roth"
pandainabag,357600,"Unium, 2015-06-15, Kittehface Software"
Skepps1,211180,"Unmechanical, 2012-08-18, Talawa Games"
76561198081092125,322900,"War, the Game, 2015-01-12, Gabbergamescom"
empiregames,285500,"Hard Truck Apocalypse / Ex Machina, 2015-09-13, Targem Games"
seige7,207790,"Jane's Advanced Strike Fighters, 2015-11-26, Trickstar Games"
76561197991723203,238260,"Pinball Arcade, 2015-08-14, Farsight Studios"
76561197964402427,255300,"Journey of a Roach, 2014-12-16, Koboldgamesdaedalic Entertainment"
skaarh,313020,"Soul Gambler, 2015-06-11, Tln Studios"
SkumbagSpokes,104200,"BEEP, 2015-09-30, Big Fat Alien"
SuperSkybolt,327090,"Out of Reach, 2015-11-01, Space Boat Studios"
76561198037541199,200150,"Battle Chess: Game of Kings™, 2014-03-24, Olde Sklsculptured Software"
76561198084741314,9500,"Gish, 2013-09-30, Cryptic Sea"
76561198071755562,397680,"FIREFIGHT RELOADED, 2015-11-21, Bitlcobalt"
76561197966590415,331190,"Master Spy, 2015-12-27, Turbogun"
mashedspudtatoes,26900,"Crayon Physics Deluxe, 2011-12-27, Kloonigames"
cakeflurry,347830,"Fairy Fencer F, 2015-08-06, Idea Factorycompile Heart"
SuperScore,283430,"Litil Divil, 2015-03-10, Gremlin Interactive"
76561198001160024,268970,"You Are Not The Hero, 2015-06-07, Tomorning Productions"
76561198038741062,355950,"Age of Empires II HD: The African Kingdoms, 2015-11-05, Skybox Labsforgotten Empires"
theokman,12480,"9th Company: Roots Of Terror, 2014-08-30, Noviy Disklesta Studios Inc"
76561198093711678,356310,"METAL SLUG DEFENSE, 2015-05-08, Snk Corporation"
theanyelpes,378850,"Galagan's Island: Reprymian Rising, 2015-11-18, Skinny Jean Death Studios"
Treecko56,265120,"Meridian: New World, 2014-12-27, Elder Games"
76561198062177156,390520,"PewDiePie: Legend of the Brofist, 2015-12-10, Outerminds Inc"
