Item_Id,App_Name,Title,Release_Date,Release_Year,Price,Genres,Specs,Early_Access,Developer,Publisher
453090,Parkitect,Parkitect,2016-05-05,2016,19.99,"Indie,  Simulation,  Early Access","Single-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor",True,Texel Raptor,Texel Raptor
405000,Utopia A Volatile Vacation,UTOPIA 9 - A Volatile Vacation,2016-05-05,2016,11.99,"Action,  Indie","Single-player, Local Multi-Player, Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Whalegun,Whalegun
408110,Planet R,Planet R-12,2016-05-05,2016,4.99,"Action,  Adventure,  Indie,  Strategy","Single-player, Steam Achievements, Steam Trading Cards",False,Timushev Vladimircomposermotorin Dmitry Djinotan,Timushev Vladimir
461880,Hyposphere,Hyposphere,2016-05-05,2016,2.99,"Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Atum Software,Sometimes You
468520,Fantasy Grounds E The Crypt Of The Sun Lord,Fantasy Grounds - 5E: The Crypt of the Sun Lord,2016-05-05,2016,6.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
468610,Fantasy Grounds E Devil Of Dark Wood,Fantasy Grounds - 5E: Devil of Dark Wood,2016-05-05,2016,6.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
471310,Fantasy Grounds E Tarins Crown,Fantasy Grounds - 5E: Tarin's Crown,2016-10-05,2016,5.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
461580,Galaxy Cannon Rider,Galaxy Cannon Rider,2016-10-05,2016,9.99,"Action,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Coolegion,Strategy First
420790,Starbreak,StarBreak,2016-10-05,2016,0.0,"Action,  Free to Play,  Indie,  Massively Multiplayer","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",False,Crunchy Games,Crunchy Games
461820,Legionwood Tale Of The Two Swords,Legionwood 1: Tale of the Two Swords,2016-10-05,2016,0.0,"Casual,  Free to Play,  RPG","Single-player, Full controller support, Steam Cloud",False,Dark Gaia Studios,Dark Gaia Studios
436619,Rocksmith Of Monsters And Men Little Talks,Rocksmith® 2014 – Of Monsters and Men - “Little Talks”,2016-10-05,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
436622,Rocksmith Variety Song Pack I,Rocksmith® 2014 – Variety Song Pack I,2016-10-05,2016,9.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
350110,Transocean Rivals,TransOcean 2: Rivals,2016-10-05,2016,24.99,"Simulation,  Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Deck Hamburg,Astragon Entertainment Gmbh
449391,Lego Marvels Avengers Dlc Allnew Alldifferent Doctor Strange Pack,"LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2016-10-05,2016,2.99,"Action,  Adventure","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Full controller support",False,Travellers Talestt Gamesferal Interactive Mac,Feral Interactive Mac Warner Bros Interactive Entertainment
470230,March Of The Living Soundtrack,March of the Living - Soundtrack,2016-10-05,2016,1.99,"Adventure,  Indie,  Strategy","Single-player, Downloadable Content",False,Benedict Nicholsmachine,Creaky Corpse Ltd
425150,Assassins Vs Pirates,Assassins vs Pirates,2016-10-05,2016,7.99,"Action,  Casual,  Indie","Multi-player, Online Multi-Player, Co-op, Online Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Deadbit,Deadbit
436618,Rocksmith The Presidents Of The United States Of America Peaches,Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2016-10-05,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
436621,Rocksmith Nazareth Hair Of The Dog,Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2016-10-05,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
436620,Rocksmith Arch Enemy Nemesis,Rocksmith® 2014 – Arch Enemy - “Nemesis”,2016-10-05,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
463220,Dungeon Of Zolthan,Dungeon of Zolthan,2016-11-05,2016,0.99,"Action,  Adventure,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Robert Alvarez,New Reality Games
471450,I And Me Original Soundtrack,I and Me Original Soundtrack,2016-10-05,2016,0.0,"Action,  Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Wish Fang,Wish Fang
465930,Oddplanet,OddPlanet,2016-11-05,2016,6.99,"Adventure,  Indie",Single-player,False,Indievision,Indievision
469730,Super Mega Neo Pug,Super Mega Neo Pug,2016-11-05,2016,0.99,"Action,  Casual,  Indie","Single-player, Steam Trading Cards",False,Snowflameback To Basics Gaming,Back To Basics Gaming
444670,Super Impossible Road,SUPER IMPOSSIBLE ROAD,2016-11-05,2016,12.99,"Action,  Indie,  Racing,  Early Access","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards",True,Wonderful Lasers,Wonderful Lasers
460960,The Deed Dynasty,The Deed: Dynasty,2016-10-05,2016,2.99,"Adventure,  Indie,  RPG","Single-player, Steam Achievements, Steam Trading Cards",False,Pilgrim Adventures,Grabthegames
471240,Natural Selection Shadow Fade,Natural Selection 2 - Shadow Fade,2016-11-05,2016,4.99,"Action,  Indie,  Strategy","Multi-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor",False,Unknown Worlds Entertainment,Unknown Worlds Entertainment
406670,Impossible Geometry,Impossible Geometry,2016-12-05,2016,1.99,"Adventure,  Casual,  Indie","Single-player, Steam Trading Cards",False,Burnin Apeonivia Games,Burnin Ape
351990,Riff Racer Race Your Music,Riff Racer - Race Your Music!,2016-12-05,2016,9.99,"Casual,  Indie,  Racing","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Foam Entertainment,Foam Entertainment
325976,Train Simulator Clear Creek Narrow Gauge Route Addon,Train Simulator: Clear Creek Narrow Gauge Route Add-On,2016-12-05,2016,39.99,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",False,Milepost Simulations,Dovetail Games Trains
453060,Vrc Pro Deluxe Offroad Tracks,VRC PRO Deluxe Off-road tracks 3,2016-12-05,2016,9.99,"Action,  Casual,  Indie,  Racing,  Simulation,  Sports","Single-player, Multi-player, Downloadable Content, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards",False,Virtual Racing Industries Ltd,Virtual Racing Industries Ltd
468490,Neon Space,Neon Space,2016-12-05,2016,0.99,"Action,  Adventure,  Casual,  Indie,  Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards",False,Just Studio,Just Publisher
447000,Grimsfield,Grimsfield,2016-12-05,2016,3.99,"Adventure,  Indie",Single-player,False,Adam Wells,Adam Wells
413500,Rocket Fist,Rocket Fist,2016-12-05,2016,4.99,"Action,  Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor",False,Daniel Sndthiago Adamobitten Toast Games Inc,Bitten Toast Games Inc
451110,Wakfu Ogrest Anime Pack,WAKFU - Ogrest Anime Pack,2016-12-05,2016,19.99,"Adventure,  Free to Play,  Massively Multiplayer,  RPG,  Strategy","Multi-player, MMO, Downloadable Content, Steam Achievements, Steam Trading Cards",False,Ankama Studio,Ankama Games
359870,Final Fantasy Xx Hd Remaster,FINAL FANTASY X/X-2 HD Remaster,2016-12-05,2016,29.99,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",False,Square Enix,Square Enix
462580,New Yankee In Santas Service,New Yankee in Santa's Service,2016-12-05,2016,4.99,"Casual,  Simulation,  Strategy","Single-player, Steam Trading Cards",False,Rionix,Buka Entertainment
433910,Neon Drive,Neon Drive,2016-12-05,2016,9.99,"Action,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",False,Fraoula,Fraoula
466490,Princess Isabella The Rise Of An Heir,Princess Isabella: The Rise of an Heir,2016-12-05,2016,9.99,"Adventure,  Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Gogii Gamesworldloom,Artifex Mundi
467000,Insincere,Insincere,2016-12-05,2016,3.99,"Action,  Indie","Single-player, Partial Controller Support",False,Astronomic Games,New Reality Games
449420,Minis Magic World,Mini's Magic World,2016-12-05,2016,6.99,"Action,  Adventure,  Casual,  Indie","Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Magorynet,Magorynet
433090,Xcom Alien Hunters,XCOM 2: Alien Hunters,2016-12-05,2016,9.99,Strategy,"Single-player, Multi-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud",False,Firaxisferal Interactive Macferal Interactive Linux,K Feral Interactive Mac Feral Interactive Linux
470770,Minis Magic World Soundtrack,Mini's Magic World - Soundtrack,2016-12-05,2016,2.99,"Action,  Adventure,  Casual,  Indie","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Partial Controller Support",False,Magorynet,Magorynet
433200,Goliath Original Soundtrack,Goliath - Original Soundtrack,2016-12-05,2016,4.99,"Action,  Adventure,  RPG","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Whalebox Studio,Nan
363520,Goliath,Goliath,2016-12-05,2016,11.99,"Action,  Adventure,  Indie,  RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards",False,Whalebox Studio,Octopus Tree
456600,Summit Kragg Promo,Summit Kragg Promo,2016-12-05,2016,1.99,Indie,"Multi-player, Co-op, Shared/Split Screen, Downloadable Content, Full controller support",False,Dan Fornace,Nan
453270,Madness Cubed,Madness Cubed,2016-12-05,2016,2.99,"Action,  Adventure,  Indie,  Massively Multiplayer,  Simulation","Single-player, Multi-player, MMO, Co-op, Steam Trading Cards, In-App Purchases, Includes level editor",False,Nobodyshot,Nobodyshot
466380,Five Guardians Of David Comics,FIVE: Guardians of David Comics,2016-12-05,2016,0.0,"Action,  Adventure,  RPG","Single-player, Downloadable Content",False,Kingdom Games,Kingdom Games
458790,The House In Fata Morgana Original Soundtrack,The House in Fata Morgana Original Soundtrack,2013-03-05,2013,11.99,Adventure,"Single-player, Downloadable Content",False,Novectacle,Nan
402310,Overfall,Overfall,2016-01-03,2016,14.99,"Indie,  RPG,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Pera Games,Pera Games
453620,One Troll Army Costume Sets,One Troll Army: Costume Sets,2016-10-05,2016,1.99,"Indie,  Strategy","Single-player, Multi-player, Downloadable Content",False,Flyanvil,Tinybuild
460970,Soulcaster Part I Ii,Soulcaster: Part I &amp; II,2011-06-02,2011,4.99,"Action,  Indie,  Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Magicaltimebean,Magicaltimebean
466420,Warriors Wrath,Warriors' Wrath,2016-07-05,2016,2.99,"Action,  Adventure,  Casual,  Indie,  RPG","Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support",False,Storm Sharks Production,Storm Sharks Production
405960,Sunken,Sunken,2015-03-12,2015,9.99,"Action,  Indie,  RPG","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards",False,Hit The Crow,Nan
451900,Wizardcraft,WizardCraft,2016-11-03,2016,7.99,"Indie,  RPG,  Strategy","Single-player, Includes level editor",False,David Mccue,David Mccue
473840,Diibs Dilemma,Diib's Dilemma,1999-01-03,1999,1.99,"Action,  Adventure,  Indie,  RPG","Single-player, Steam Trading Cards",False,Random Thoughts Enterainment,Random Thoughts Enterainment
483300,Glitchspace Original Soundtrack,Glitchspace Original Soundtrack,2016-01-06,2016,4.99,"Adventure,  Indie","Single-player, Downloadable Content",False,Space Budgie,Nan
391550,Beyond Flesh And Blood,Beyond Flesh and Blood,2016-01-06,2016,14.99,"Action,  Adventure,  Casual,  Indie,  Simulation,  Strategy,  Early Access","Single-player, Steam Achievements, Full controller support",True,Pixelbomb Games,Pixelbomb Games
461241,Euro Truck Simulator Spanish Paint Jobs Pack,Euro Truck Simulator 2 - Spanish Paint Jobs Pack,2016-01-06,2016,0.99,"Indie,  Simulation","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor",False,Scs Software,Scs Software
474010,The Nadi Project,The NADI Project,2016-01-06,2016,0.0,"Adventure,  Free to Play,  Indie","Single-player, Steam Achievements, Steam Cloud",False,Monkeys Tales Studio,Monkeys Tales Studio
420825,Facerig Support For Leap Motion Controller,FaceRig support for Leap Motion™ Controller,2016-01-06,2016,0.0,"Animation &amp; Modeling,  Video Production","Downloadable Content, Steam Trading Cards, Steam Workshop",False,Holotech Studios,Nan
420824,Facerig Support For Intel Realsense,FaceRig support for Intel® RealSense™,2016-01-06,2016,0.0,"Animation &amp; Modeling,  Video Production","Downloadable Content, Steam Trading Cards, Steam Workshop",False,Holotech Studios,Nan
477290,Magma Tsunami,Magma Tsunami,2016-01-06,2016,0.99,Indie,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support",False,Strangelight Games,Strangelight Games
487050,Runeous Pdf Artbook,Runeous - PDF Artbook,2016-01-06,2016,1.99,"Casual,  Indie,  Simulation","Single-player, Downloadable Content",False,Novel Tea Games,Nan
479100,Music Wars Empire,Music Wars Empire,2016-01-06,2016,14.99,"Indie,  Simulation,  Strategy","Single-player, Includes level editor",False,Antuan Johnson,Code For Justice
485890,Summer Sale,Summer Sale,2016-02-06,2016,0.99,Simulation,"Single-player, Steam Achievements, Steam Trading Cards",False,Ductape Studio,Ductape Studio
482300,Investigator,Investigator,2016-01-06,2016,1.99,"Adventure,  Indie,  Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards",False,Adrovgames,Adrovgames
486360,Timore Inferno,Timore Inferno,2016-01-06,2016,4.99,"Action,  Indie","Single-player, Steam Trading Cards",False,Vidas Salavejus,Vidas Salavejus
431850,Projector Face,Projector Face,2016-01-06,2016,4.99,"Adventure,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Fluik Entertainment Inc,Fluik Entertainment Inc
457080,Fsx Steam Edition Fairchild Pt Cornell Addon,FSX: Steam Edition - Fairchild PT-26 Cornell Add-On,2016-02-06,2016,19.99,Simulation,"Single-player, Multi-player, Downloadable Content, Partial Controller Support",False,Flysimware,Dovetail Games Flight
467031,Golden Saki Pigtails,Golden Saki Pigtails,2016-02-06,2016,0.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
361280,Turmoil,Turmoil,2016-02-06,2016,9.99,"Indie,  Simulation,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Gamious,Gamious
468280,Brigador Deluxe Dlc Upgrade,Brigador Deluxe DLC Upgrade,2016-02-06,2016,9.99,"Action,  Indie","Single-player, Downloadable Content",False,Stellar Jockeysgausswerks,Nan
459040,Medieval Battlefields Black Edition,Medieval Battlefields - Black Edition,2016-02-06,2016,9.99,"Indie,  Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud",False,Cateia,Libredia
455460,Galactic Civilizations Iii Builders Kit Dlc,Galactic Civilizations III - Builders Kit DLC,2016-02-06,2016,0.0,"Indie,  Strategy","Single-player, Multi-player, Online Multi-Player, Online Co-op, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Stats",False,Stardock Entertainment,Stardock Entertainment
455200,The Battle For Sector,The Battle for Sector 219,2016-02-06,2016,6.99,"Indie,  Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats",False,Large Visible Machine,Large Visible Machine Your Move Games
485760,Legend Of Numbers,Legend of Numbers,2016-02-06,2016,0.0,"Casual,  Free to Play,  Indie,  Strategy","Single-player, In-App Purchases, Steam Leaderboards",False,Yfc Games,Yfc Games
366849,Call Of Duty Black Ops Iii The Giant Zombies Map,Call of Duty®: Black Ops III - The Giant Zombies Map,2016-02-06,2016,5.99,"Action,  Adventure","Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Treyarch,Activision
464511,Japanese Iris,Japanese Iris,2016-02-06,2016,0.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
467030,Golden Wavy Long Do,Golden Wavy Long 'Do,2016-02-06,2016,0.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
464522,Jet Spanglette Black Jet Spanglette Red,Jet Spanglette (Black) &amp; Jet Spanglette (Red),2016-02-06,2016,2.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
464513,Red Swan,Red Swan,2016-02-06,2016,0.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
482221,Strawberry Banana Surprise X,Strawberry Banana Surprise (X),2016-02-06,2016,1.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
482222,Strawberry Banana Surprise Y,Strawberry Banana Surprise (Y),2016-02-06,2016,1.99,Action,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Tamsoft,D Publisher
380750,Anima Gate Of Memories,Anima Gate of Memories,2016-02-06,2016,19.99,"Action,  Adventure,  RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats",False,Anima Project,Badland Games
467960,Home Behind,Home Behind,2016-02-06,2016,5.99,"Adventure,  Casual,  Indie,  RPG,  Simulation,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Tpp Studio,Coconut Island Games
453300,A Healer Only Lives Twice,A Healer Only Lives Twice,2016-02-06,2016,4.99,"Indie,  RPG,  Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Pon Pon Games,Agm Playism
385380,Planet Centauri,Planet Centauri,2016-03-06,2016,14.99,"Action,  Adventure,  Indie,  RPG,  Early Access","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Steam Trading Cards",True,Permadeath,Permadeath
476880,Rescue Lucy,Rescue Lucy,2016-03-06,2016,2.99,"Adventure,  Casual,  Indie","Single-player, Steam Trading Cards",False,Starodymov,Otakumaker Sarl
485860,Impossible Quest,Impossible Quest,2016-03-06,2016,1.99,"Adventure,  Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Axel Sonic,Axel Sonic
478300,The Highway Code Uk Edition Driving Test Success,The Highway Code UK Edition - Driving Test Success,2016-03-06,2016,3.99,"Education,  Software Training",Downloadable Content,False,Focus Multimedia,Nan
478301,Teaching You Road Signs Driving Test Success,Teaching You Road Signs - Driving Test Success,2016-03-06,2016,6.99,"Education,  Software Training",Downloadable Content,False,Focus Multimedia,Nan
476450,So Much Blood,So Much Blood,2016-03-06,2016,2.99,Indie,"Single-player, Steam Achievements",False,Zachary Berengereli Aldinger,Nan
466030,Otherworld Spring Of Shadows Collectors Edition,Otherworld: Spring of Shadows Collector's Edition,2016-03-06,2016,9.99,"Adventure,  Casual","Single-player, Steam Trading Cards",False,Boomzap Entertainment,Big Fish Games
442050,Just Cause Dlc Kousav Rifle,Just Cause™ 3 DLC: Kousavá Rifle,2016-03-06,2016,2.49,"Action,  Adventure","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards",False,Avalanche Studios,Square Enix
482420,Bit Armies Guardians Campaign,8-Bit Armies - Guardians Campaign,2016-03-06,2016,3.99,"Indie,  Simulation,  Strategy","Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Cloud",False,Petroglyph,Petroglyph
468726,Tabletop Simulator Zombicide,Tabletop Simulator - Zombicide,2016-03-06,2016,9.99,"Casual,  Indie,  RPG,  Simulation,  Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor",False,Berserk Gamescool Mini Or Not,Nan
436280,Sudoku Quest,Sudoku Quest,2016-03-06,2016,5.99,"Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",False,Harbinger Beard,Harbinger Beard
483790,Mystic Destinies Serendipity Of Aeons Tatsuya Epilogue,Mystic Destinies: Serendipity of Aeons - Tatsuya Epilogue,2016-03-06,2016,1.99,"Adventure,  Casual,  Indie,  Simulation","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases",False,Aeon Dream Studios,Nan
485560,Popixel,POPixel,2016-08-06,2016,0.99,"Action,  Adventure,  Casual,  Indie","Single-player, Steam Trading Cards",False,Cggames,Cggames
486210,Mm Soundtracks,35MM - Soundtracks,2016-06-06,2016,0.0,Indie,"Single-player, Downloadable Content",False,,Nan
487370,Akin,Akin,2016-06-06,2016,2.99,"Casual,  Indie","Single-player, Steam Achievements, Steam Trading Cards",False,Thinkofgames,Thinkofgames
488750,Ghost Soundtrack,Ghost 1.0 - Soundtrack,2016-07-06,2016,3.99,"Action,  Adventure,  Indie","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Unepicfran,Nan
463270,Ghost,Ghost 1.0,2016-07-06,2016,12.99,"Action,  Adventure,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",False,Unepicfran,Unepicfran
436637,Rocksmith Good Charlotte The River,Rocksmith® 2014 – Good Charlotte - “The River”,2016-07-06,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
436638,Rocksmith Good Charlotte Girls Boys,Rocksmith® 2014 – Good Charlotte - “Girls &amp; Boys”,2016-07-06,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
436639,Rocksmith Good Charlotte I Just Wanna Live,Rocksmith® 2014 – Good Charlotte - “I Just Wanna Live”,2016-07-06,2016,2.99,"Casual,  Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",False,Ubisoft San Francisco,Nan
340770,Death Goat,Death Goat,2016-07-06,2016,2.99,"Action,  Casual,  Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Terminal Press,Terminal Press
486820,Yellow The Yellow Artifact,Yellow: The Yellow Artifact,2016-07-06,2016,0.99,"Action,  Adventure,  Casual,  Indie","Single-player, Steam Trading Cards, Steam Cloud",False,Configbaddoge,Baddoge
295193,Ts Marketplace Torpedopfannenwagen Pack,TS Marketplace: Torpedopfannenwagen Pack,2016-08-06,2016,4.99,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",False,Eisenbahnwerk,Dovetail Games
295197,Ts Marketplace Br Bluegrey Coaches Pack,TS Marketplace: BR Blue-Grey Coaches Pack 01,2016-08-06,2016,4.99,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",False,Matrix Trains,Dovetail Games
442810,Ufo Online Invasion,UFO Online: Invasion,2016-08-06,2016,0.0,"Free to Play,  Massively Multiplayer,  RPG","Multi-player, MMO, Co-op, Steam Achievements, In-App Purchases",False,Bad Pixel,Bad Pixel
486560,Ufo Online Invasion Adrenaline Kit,UFO Online: Invasion - Adrenaline Kit,2016-08-06,2016,1.99,"Free to Play,  Massively Multiplayer,  RPG","Multi-player, MMO, Co-op, Downloadable Content, Steam Achievements, In-App Purchases",False,Bad Pixel,Nan
486530,Ufo Online Invasion Mod Kit,UFO Online: Invasion - Mod Kit,2016-08-06,2016,9.99,"Free to Play,  Massively Multiplayer,  RPG","Multi-player, MMO, Co-op, Downloadable Content, Steam Achievements, In-App Purchases",False,Bad Pixel,Nan
487610,Zion Soundtracks,Z.I.O.N. - Soundtracks,2016-08-06,2016,1.99,"Action,  Adventure","Single-player, Downloadable Content, Steam Trading Cards",False,Vgstudio,Vgstudio
366620,Broken Bots,Broken Bots,2016-07-06,2016,6.99,"Action,  Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",False,Bunnycopter,Bunnycopter
487420,Space Radiance,Space Radiance,2016-08-06,2016,1.99,"Casual,  Indie","Single-player, Steam Trading Cards",False,Dhd,Dhd
489010,Fantasy Grounds Deadlands The Great Northwest Trail Guide,Fantasy Grounds - Deadlands: The Great Northwest Trail Guide,2016-08-06,2016,7.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
488930,Fantasy Grounds Deadlands Reloaded Grim Prairie Tales,Fantasy Grounds - Deadlands Reloaded: Grim Prairie Tales,2016-08-06,2016,9.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
489300,Fantasy Grounds Deadlands Reloaded Dont Drink The Water,Fantasy Grounds - Deadlands Reloaded: Don't Drink the Water,2016-08-06,2016,4.99,"Indie,  RPG,  Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content",False,Smiteworks Usa Llc,Nan
462611,Celestian Tales Old North Alternate Costume Pack,Celestian Tales: Old North - Alternate Costume Pack,2016-08-06,2016,1.99,"Indie,  RPG","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards",False,Ekuator Games,Nan
